Time PWM Left Right
22 -23 0 0
 
 
 
43 -26 0 -1
 
 
 
65 -29 -1 -3
 
 
 
88 -32 -4 -6
 
 
 
110 -35 -7 -10
 
 
25747 -61 -208 -183
 
25772 -62 -220 -194
 
25795 -63 -233 -207
 
25820 -64 -246 -219
 
25843 -65 -258 -232
 
25867 -66 -272 -244
 
25891 -67 -285 -257
 
25915 -68 -298 -270
 
25938 -69 -312 -283
 
25963 -70 -325 -297
 
25987 -71 -339 -310
 
26010 -72 -353 -324
 
26035 -73 -367 -337
 
26058 -74 -381 -351
 
26082 -75 -395 -365
 
26106 -76 -410 -379
 
26130 -77 -424 -394
 
26155 -78 -439 -408
 
26178 -79 -454 -422
 
26202 -80 -468 -437
 
26226 -81 -483 -452
 
26250 -82 -498 -466
 
26273 -83 -513 -481
 
26298 -84 -528 -496
 
26321 -85 -543 -511
 
26345 -86 -559 -526
 
26370 -87 -574 -542
 
26393 -88 -590 -557
 
26418 -89 -605 -572
 
26441 -90 -621 -588
 
26465 -91 -637 -603
 
26489 -92 -653 -619
 
26513 -93 -669 -635
 
26536 -94 -685 -650
 
26561 -95 -701 -666
 
26585 -96 -717 -682
 
26608 -97 -733 -697
 
26633 -98 -749 -713
 
26656 -99 -766 -729
 
26680 -100 -783 -746
 
26705 -99 -799 -762
 
26729 -98 -816 -778
 
26754 -97 -832 -794
 
26777 -96 -849 -810
 
26801 -95 -865 -826
 
26825 -94 -882 -842
 
26849 -93 -898 -858
 
26872 -92 -914 -874
 
26897 -91 -931 -890
 
26920 -90 -947 -906
 
26944 -89 -963 -922
 
26969 -88 -979 -938
 
26992 -87 -995 -954
 
27017 -86 -1011 -970
 
27041 -85 -1028 -986
 
27066 -84 -1044 -1003
 
27092 -83 -1062 -1019
 
27118 -82 -1079 -1036
 
27144 -81 -1096 -1053
 
27170 -80 -1113 -1070
 
27196 -79 -1129 -1086
 
27223 -78 -1146 -1103
 
27248 -77 -1163 -1119
 
27274 -76 -1180 -1135
 
27300 -75 -1196 -1151
 
27326 -74 -1212 -1167
 
27353 -73 -1229 -1183
 
27378 -72 -1245 -1199
 
27404 -71 -1261 -1215
 
27430 -70 -1277 -1230
 
27456 -69 -1293 -1245
 
27483 -68 -1309 -1260
 
27508 -67 -1324 -1275
 
27534 -66 -1340 -1290
 
27560 -65 -1355 -1305
 
27586 -64 -1371 -1320
 
27612 -63 -1386 -1334
 
27638 -62 -1401 -1349
 
27664 -61 -1416 -1363
 
27691 -60 -1431 -1378
 
27716 -59 -1446 -1392
 
27742 -58 -1460 -1406
 
27768 -57 -1475 -1420
 
27794 -56 -1489 -1434
 
27821 -55 -1504 -1448
 
27846 -54 -1518 -1461
 
27872 -53 -1532 -1475
 
27898 -52 -1546 -1488
 
27924 -51 -1559 -1501
 
27951 -50 -1573 -1514
 
27976 -49 -1586 -1527
 
28002 -48 -1599 -1540
 
28028 -47 -1612 -1552
 
28054 -46 -1625 -1565
 
28081 -45 -1638 -1577
 
28106 -44 -1650 -1589
 
28132 -43 -1662 -1600
 
28158 -42 -1674 -1612
 
28184 -41 -1686 -1623
 
28210 -40 -1698 -1635
 
28236 -39 -1709 -1646
 
28262 -38 -1720 -1656
 
28289 -37 -1731 -1667
 
28314 -36 -1742 -1677
 
28340 -35 -1753 -1687
 
28366 -34 -1763 -1697
 
28392 -33 -1773 -1706
 
28419 -32 -1783 -1716
 
28444 -31 -1793 -1725
 
28470 -30 -1802 -1733
 
28496 -29 -1811 -1742
 
28522 -28 -1820 -1749
 
28549 -27 -1828 -1757
 
28574 -26 -1836 -1764
 
28600 -25 -1844 -1771
 
28626 -24 -1852 -1778
 
28652 -23 -1859 -1784
 
28678 -22 -1865 -1790
 
28704 -21 -1872 -1796
 
28730 -20 -1878 -1801
 
28756 -19 -1883 -1806
 
28782 -18 -1889 -1811
 
28808 -17 -1894 -1815
 
28834 -16 -1898 -1819
 
28860 -15 -1902 -1823
 
28887 -14 -1906 -1826
 
28912 -13 -1909 -1829
 
28938 -12 -1912 -1831
 
28964 -11 -1914 -1833
 
28990 -10 -1917 -1835
 
29017 -9 -1918 -1836
 
29041 -8 -1919 -1837
 
29066 -7 -1920 -1837
 
29091 -6 -1921 -1837
 
29116 -5 -1922 -1837
 
29140 -4 -1922 -1837
 
29166 -3 -1922 -1837
 
29191 -2 -1922 -1837
 
29216 -1 -1922 -1837
 
29241 0 -1922 -1837
 
29264 1 -1922 -1837
 
29289 2 -1922 -1837
 
29313 3 -1922 -1837
 
29336 4 -1922 -1837
 
29361 5 -1922 -1837
 
29384 6 -1922 -1837
 
29408 7 -1922 -1837
 
29432 8 -1922 -1837
 
29456 9 -1922 -1837
 
29480 10 -1922 -1837
 
29505 11 -1922 -1837
 
29530 12 -1922 -1837
 
29555 13 -1922 -1837
 
29580 14 -1922 -1837
 
29604 15 -1922 -1837
 
29630 16 -1922 -1837
 
29655 17 -1922 -1837
 
29680 18 -1922 -1837
 
29705 19 -1922 -1837
 
29729 20 -1922 -1837
 
29755 21 -1922 -1835
 
29779 22 -1921 -1834
 
29804 23 -1919 -1831
 
29830 24 -1917 -1829
 
29854 25 -1914 -1826
 
29880 26 -1911 -1822
 
29904 27 -1907 -1818
 
29929 28 -1904 -1814
 
29955 29 -1899 -1810
 
29979 30 -1895 -1805
 
30004 31 -1890 -1800
 
30029 32 -1885 -1795
 
30054 33 -1879 -1789
 
30080 34 -1873 -1783
 
30104 35 -1867 -1777
 
30129 36 -1861 -1771
 
30154 37 -1854 -1764
 
30179 38 -1847 -1757
 
30203 39 -1839 -1750
 
30229 40 -1832 -1743
 
30254 41 -1824 -1735
 
30279 42 -1816 -1727
 
30304 43 -1807 -1719
 
30328 44 -1799 -1711
 
30354 45 -1790 -1702
 
30379 46 -1780 -1693
 
30403 47 -1771 -1683
 
30429 48 -1761 -1674
 
30453 49 -1751 -1664
 
30479 50 -1741 -1654
 
30503 51 -1730 -1643
 
30528 52 -1719 -1633
 
30554 53 -1709 -1622
 
30578 54 -1697 -1611
 
30603 55 -1686 -1600
 
30628 56 -1674 -1588
 
30653 57 -1663 -1576
 
30679 58 -1651 -1564
 
30703 59 -1638 -1552
 
30728 60 -1626 -1540
 
30753 61 -1613 -1528
 
30778 62 -1601 -1515
 
30802 63 -1588 -1502
 
30828 64 -1575 -1489
 
30853 65 -1561 -1476
 
30878 66 -1548 -1463
 
30903 67 -1534 -1449
 
30927 68 -1520 -1436
 
30953 69 -1507 -1422
 
30978 70 -1492 -1408
 
31002 71 -1478 -1394
 
31028 72 -1464 -1380
 
31052 73 -1449 -1366
 
31078 74 -1435 -1352
 
31102 75 -1420 -1337
 
31127 76 -1405 -1323
 
31153 77 -1390 -1308
 
31177 78 -1375 -1293
 
31202 79 -1360 -1279
 
31227 80 -1344 -1264
 
31252 81 -1329 -1249
 
31278 82 -1313 -1234
 
31302 83 -1297 -1219
 
31327 84 -1281 -1204
 
31352 85 -1266 -1189
 
31377 86 -1250 -1174
 
31401 87 -1233 -1158
 
31427 88 -1217 -1143
 
31452 89 -1201 -1127
 
31477 90 -1184 -1112
 
31502 91 -1168 -1096
 
31526 92 -1151 -1080
 
31552 93 -1135 -1064
 
31577 94 -1118 -1047
 
31601 95 -1101 -1031
 
31627 96 -1084 -1014
 
31651 97 -1067 -998
 
31676 98 -1051 -982
 
31699 99 -1035 -966
 
31723 100 -1017 -949
 
31749 99 -1001 -933
 
31772 98 -984 -917
 
31795 97 -968 -902
 
31818 96 -952 -886
 
31841 95 -936 -871
 
31863 94 -921 -855
 
31887 93 -905 -840
 
31909 92 -889 -825
 
31932 91 -873 -810
 
31955 90 -858 -794
 
31978 89 -842 -779
 
32001 88 -827 -764
 
32024 87 -811 -749
 
32047 86 -796 -735
 
32069 85 -781 -720
 
32093 84 -765 -705
 
32115 83 -750 -691
 
32138 82 -735 -676
 
32161 81 -720 -662
 
32184 80 -705 -648
 
32207 79 -690 -634
 
32230 78 -676 -620
 
32252 77 -661 -606
 
32276 76 -646 -593
 
32299 75 -632 -579
 
32321 74 -617 -565
 
32345 73 -603 -552
 
32367 72 -589 -538
 
32390 71 -575 -524
 
32413 70 -561 -511
 
32436 69 -547 -498
 
32458 68 -533 -484
 
32482 67 -519 -471
 
32504 66 -505 -458
 
32527 65 -492 -445
 
32550 64 -478 -432
 
32573 63 -465 -419
 
32595 62 -452 -406
 
32619 61 -439 -393
 
32642 60 -426 -380
 
32664 59 -413 -368
 
32688 58 -400 -355
 
32710 57 -388 -343
 
32733 56 -375 -331
 
32756 55 -363 -319
