Tempo PWM Esq Dir
6273 100 -1892 -1882
6294 100 -1877 -1868
6317 100 -1862 -1853
6338 100 -1847 -1838
6360 100 -1832 -1823
6382 100 -1817 -1808
6404 100 -1801 -1794
6425 100 -1786 -1779
6448 100 -1771 -1764
6469 100 -1756 -1749
6491 100 -1740 -1734
6513 100 -1725 -1719
6535 100 -1710 -1705
6556 100 -1694 -1690
6579 100 -1679 -1675
6600 100 -1664 -1660
6622 100 -1649 -1646
6644 100 -1633 -1631
6666 100 -1618 -1617
6687 100 -1603 -1602
6710 100 -1587 -1587
6731 100 -1572 -1572
6753 100 -1557 -1558
6775 100 -1542 -1543
6797 100 -1526 -1528
6818 100 -1511 -1513
6841 100 -1496 -1498
6862 100 -1481 -1483
6884 100 -1465 -1468
6906 100 -1450 -1453
6928 100 -1435 -1438
6949 100 -1419 -1423
6971 100 -1404 -1408
6993 100 -1389 -1393
7015 100 -1374 -1378
7036 100 -1358 -1363
7059 100 -1343 -1348
7080 100 -1328 -1333
7102 100 -1312 -1317
7124 100 -1297 -1302
7146 100 -1282 -1287
7168 100 -1266 -1272
7190 100 -1251 -1257
7212 100 -1236 -1242
7233 100 -1220 -1227
7256 100 -1205 -1212
7277 100 -1190 -1197
7299 100 -1175 -1182
7321 100 -1159 -1168
7343 100 -1144 -1153
7364 100 -1129 -1138
7387 100 -1113 -1123
7408 100 -1098 -1108
7430 100 -1083 -1094
7452 100 -1067 -1079
7474 100 -1052 -1064
7495 100 -1037 -1049
7518 100 -1022 -1035
7539 100 -1006 -1020
7561 100 -991 -1006
7582 100 -976 -992
7603 100 -963 -978
7624 100 -949 -965
7645 100 -935 -951
7666 100 -921 -937
7687 100 -907 -924
7708 100 -893 -910
7729 100 -879 -897
7750 100 -865 -883
7771 100 -851 -869
7792 100 -836 -856
7813 100 -821 -842
7834 100 -806 -828
7855 100 -792 -814
7876 100 -777 -799
7897 100 -762 -785
7918 100 -747 -770
7939 100 -733 -756
7960 100 -718 -741
7981 100 -704 -727
8002 100 -688 -712
8023 100 -674 -698
8044 100 -659 -683
8065 100 -645 -669
8086 100 -630 -654
8107 100 -615 -640
8128 100 -600 -625
8150 100 -585 -610
8171 100 -570 -596
8192 100 -556 -582
8213 100 -540 -567
8235 100 -525 -553
8256 100 -510 -538
8278 100 -495 -523
8299 100 -480 -509
8320 100 -466 -495
8341 100 -451 -481
8363 100 -436 -466
8384 100 -420 -451
8406 100 -405 -437
8427 100 -390 -422
8448 100 -376 -408
8469 100 -361 -393
8491 100 -346 -379
8512 100 -331 -364
8534 100 -316 -349
8555 100 -301 -334
8576 100 -286 -320
8597 100 -271 -305
8619 100 -256 -290
8640 100 -241 -275
8662 100 -226 -260
8683 100 -211 -245
8704 100 -196 -231
8725 100 -181 -216
8747 100 -166 -201
8768 100 -151 -186
8790 100 -136 -172
8811 100 -121 -157
8832 100 -107 -143
8853 100 -92 -128
8875 100 -76 -113
8896 100 -61 -98
8918 100 -46 -83
8939 100 -31 -69
8960 100 -17 -55
8981 100 -2 -40
9003 100 13 -25
9024 -100 13 -25
9046 -100 12 -28
9067 -100 6 -35
9088 -100 -3 -43
9109 -100 -13 -54
9131 -100 -25 -66
9152 -100 -37 -79
9174 -100 -51 -92
9195 -100 -64 -105
9216 -100 -78 -119
9237 -100 -92 -133
9259 -100 -106 -147
9280 -100 -121 -162
9302 -100 -135 -176
9323 -100 -150 -191
9344 -100 -164 -205
9365 -100 -178 -220
9387 -100 -193 -234
9408 -100 -208 -249
9430 -100 -223 -264
9451 -100 -237 -279
9472 -100 -251 -293
9493 -100 -266 -308
9515 -100 -281 -322
9536 -100 -296 -337
9558 -100 -310 -352
9579 -100 -325 -367
9600 -100 -339 -381
9621 -100 -354 -396
9643 -100 -369 -411
9664 -100 -384 -426
9686 -100 -399 -441
9707 -100 -413 -456
9728 -100 -428 -470
9749 -100 -442 -485
9771 -100 -457 -500
9792 -100 -472 -515
9814 -100 -487 -529
9835 -100 -502 -544
9856 -100 -516 -558
9877 -100 -531 -573
9899 -100 -546 -588
9920 -100 -560 -602
9942 -100 -575 -617
9963 -100 -590 -632
9984 -100 -604 -646
10005 -100 -619 -660
10027 -100 -634 -675
10048 -100 -649 -690
10070 -100 -664 -705
10091 -100 -679 -719
10112 -100 -693 -734
10133 -100 -708 -748
10155 -100 -723 -763
10176 -100 -737 -778
10198 -100 -752 -793
10219 -100 -767 -808
10240 -100 -781 -822
10261 -100 -796 -837
10283 -100 -811 -852
10304 -100 -826 -867
10326 -100 -841 -881
10347 -100 -856 -896
10368 -100 -870 -911
10389 -100 -885 -925
10411 -100 -900 -940
10432 -100 -915 -955
10454 -100 -929 -970
10475 -100 -944 -985
10496 -100 -959 -999
10517 -100 -973 -1014
10539 -100 -988 -1029
10560 -100 -1003 -1044
10582 -100 -1018 -1059
10603 -100 -1033 -1074
10624 -100 -1047 -1088
10645 -100 -1062 -1103
10667 -100 -1077 -1118
10688 -100 -1092 -1133
10710 -100 -1107 -1147
10731 -100 -1122 -1162
10752 -100 -1136 -1176
10773 -100 -1151 -1191
10795 -100 -1166 -1205
10816 -100 -1181 -1220
10838 -100 -1196 -1235
10859 -100 -1211 -1250
10880 -100 -1225 -1267
10901 -100 -1240 -1283
10923 -100 -1257 -1300
10944 -100 -1273 -1316
10966 -100 -1290 -1333
10987 -100 -1306 -1349
11010 -100 -1323 -1366
11033 -100 -1340 -1382
11058 -100 -1356 -1399
11081 -100 -1373 -1416
11105 -100 -1390 -1432
11129 -100 -1406 -1449
11153 -100 -1423 -1465
11176 -100 -1440 -1482
11201 -100 -1456 -1499
11225 -100 -1473 -1515
11248 -100 -1489 -1532
11273 -100 -1506 -1549
11296 -100 -1523 -1565
11320 -100 -1539 -1582
11344 -100 -1556 -1599
11368 -100 -1573 -1615
11393 -100 -1590 -1632
11416 -100 -1606 -1648
11440 -100 -1623 -1665
11464 -100 -1640 -1681
11488 -100 -1656 -1698
11511 -100 -1673 -1714
11536 -100 -1690 -1731
11559 -100 -1706 -1747
11583 -100 -1723 -1763
11608 -100 -1740 -1780
11631 -100 -1756 -1796
11656 -100 -1773 -1813
11679 -100 -1790 -1829
11703 -100 -1807 -1846
11727 -100 -1823 -1862
11751 -100 -1840 -1879
11774 -100 -1857 -1895
11799 -100 -1873 -1912
11823 -100 -1890 -1928
11846 -100 -1907 -1945
11871 -100 -1923 -1962
11894 -100 -1940 -1978
11918 -100 -1957 -1995
11942 -100 -1973 -2011
11966 -100 -1990 -2028
11991 -100 -2007 -2045
12014 100 -2012 -2043
12037 100 -2009 -2040
12060 100 -2003 -2032
12083 100 -1994 -2022
12105 100 -1983 -2010
12129 100 -1970 -1997
12151 100 -1956 -1983
12174 100 -1942 -1969
12197 100 -1927 -1954
12220 100 -1912 -1939
12242 100 -1897 -1924
12266 100 -1881 -1908
12289 100 -1866 -1893
12311 100 -1850 -1877
12335 100 -1834 -1861
12357 100 -1818 -1846
12380 100 -1802 -1830
12403 100 -1786 -1814
12426 100 -1770 -1799
12448 100 -1754 -1783
12472 100 -1738 -1767
12494 100 -1722 -1752
12517 100 -1706 -1736
12540 100 -1689 -1720
12563 100 -1673 -1705
12587 100 -1657 -1689
12609 100 -1641 -1674
12632 100 -1625 -1659
12655 100 -1609 -1643
12678 100 -1593 -1628
12700 100 -1577 -1612
12724 100 -1560 -1597
12746 100 -1544 -1581
12769 100 -1528 -1566
12792 100 -1512 -1550
12815 100 -1496 -1534
12837 100 -1480 -1519
12861 100 -1464 -1503
12883 100 -1448 -1487
12906 100 -1432 -1471
12930 100 -1416 -1456
12952 100 -1399 -1440
12975 100 -1383 -1424
12998 100 -1367 -1408
13021 100 -1351 -1392
13043 100 -1335 -1376
13067 100 -1319 -1360
13089 100 -1303 -1345
13112 100 -1287 -1329
13135 100 -1271 -1313
13158 100 -1254 -1297
13180 100 -1238 -1281
13204 100 -1222 -1265
13227 100 -1206 -1250
13249 100 -1190 -1234
13273 100 -1174 -1218
13295 100 -1158 -1202
13319 100 -1141 -1187
13341 100 -1125 -1171
13364 100 -1109 -1155
13387 100 -1093 -1140
13410 100 -1077 -1124
13432 100 -1061 -1109
13456 100 -1045 -1093
13478 100 -1029 -1078
13501 100 -1012 -1062
13524 100 -996 -1047
13546 100 -981 -1033
13568 100 -966 -1018
13590 100 -950 -1003
13612 100 -935 -988
13633 100 -920 -974
13654 100 -905 -959
13675 100 -891 -945
13696 100 -876 -931
13717 100 -861 -916
13739 100 -847 -902
13760 100 -832 -887
13782 100 -817 -873
13803 100 -803 -859
13824 100 -788 -844
13845 100 -773 -830
13867 100 -759 -815
13888 100 -744 -801
13910 100 -729 -786
13931 100 -715 -772
13952 100 -700 -757
13973 100 -685 -743
13995 100 -671 -729
14016 100 -656 -714
14038 100 -641 -700
14059 100 -627 -686
14080 100 -612 -671
14101 100 -597 -657
14123 100 -582 -643
14144 100 -567 -628
14166 100 -551 -614
14187 100 -536 -600
14208 100 -522 -585
14229 100 -507 -571
14251 100 -491 -557
14272 100 -476 -543
14294 100 -461 -528
14315 100 -446 -514
14336 100 -431 -500
14357 100 -416 -485
14379 100 -401 -471
14400 100 -386 -456
14422 100 -371 -441
14443 100 -355 -427
14464 100 -341 -413
14485 100 -326 -398
14507 100 -311 -383
14528 100 -296 -368
14550 100 -280 -353
14571 100 -265 -338
14592 100 -251 -324
14613 100 -236 -309
14635 100 -220 -294
14656 100 -205 -279
14678 100 -190 -264
14699 100 -175 -249
14720 100 -161 -235
14741 100 -145 -220
14763 100 -130 -205
14784 100 -115 -190
14806 100 -100 -176
14827 100 -85 -161
14848 100 -70 -147
14869 100 -55 -132
14891 100 -40 -117
14912 100 -25 -102
14934 100 -10 -87
14955 100 6 -73
14976 100 20 -58
14997 100 35 -44
15019 -100 46 -33
15040 -100 42 -36
15062 -100 38 -41
15083 -100 31 -48
15104 -100 22 -58
15125 -100 11 -69
15147 -100 -1 -81
15168 -100 -14 -94
15190 -100 -28 -108
15211 -100 -42 -121
15232 -100 -55 -135
15253 -100 -70 -149
15275 -100 -84 -164
15296 -100 -99 -178
15318 -100 -114 -193
15339 -100 -128 -208
15360 -100 -143 -222
15381 -100 -157 -236
15403 -100 -172 -251
15424 -100 -187 -266
15446 -100 -202 -281
15467 -100 -217 -296
15488 -100 -231 -310
15509 -100 -246 -325
15531 -100 -261 -340
15552 -100 -276 -354
15574 -100 -291 -369
15595 -100 -306 -384
15616 -100 -320 -398
15637 -100 -335 -413
15659 -100 -350 -428
15680 -100 -365 -443
15702 -100 -380 -458
15723 -100 -395 -473
15744 -100 -409 -487
15765 -100 -424 -502
15787 -100 -439 -517
15808 -100 -454 -532
15830 -100 -469 -547
15851 -100 -484 -562
15872 -100 -498 -576
15893 -100 -513 -590
15915 -100 -528 -605
15936 -100 -543 -620
15958 -100 -558 -634
15979 -100 -573 -649
16000 -100 -588 -663
16021 -100 -603 -678
16043 -100 -618 -693
16064 -100 -633 -708
16086 -100 -648 -722
16107 -100 -663 -737
16128 -100 -677 -751
16149 -100 -692 -766
16171 -100 -707 -781
16192 -100 -722 -796
16214 -100 -737 -811
16235 -100 -752 -826
16256 -100 -766 -840
16277 -100 -781 -855
16299 -100 -796 -870
16320 -100 -811 -885
16342 -100 -826 -900
16363 -100 -841 -915
16384 -100 -856 -929
16405 -100 -871 -944
16427 -100 -886 -959
16448 -100 -901 -974
16470 -100 -916 -989
16491 -100 -931 -1004
16512 -100 -945 -1018
16533 -100 -960 -1033
16555 -100 -975 -1048
16576 -100 -990 -1063
16598 -100 -1005 -1078
16619 -100 -1020 -1093
16640 -100 -1035 -1107
16661 -100 -1050 -1122
16683 -100 -1065 -1136
16704 -100 -1080 -1151
16726 -100 -1095 -1166
16747 -100 -1110 -1183
16768 -100 -1125 -1199
16789 -100 -1142 -1215
16811 -100 -1159 -1232
16832 -100 -1175 -1248
16854 -100 -1192 -1265
16876 -100 -1209 -1281
16901 -100 -1226 -1298
16924 -100 -1242 -1314
16948 -100 -1259 -1331
16972 -100 -1276 -1348
16996 -100 -1293 -1364
17019 -100 -1309 -1381
17044 -100 -1326 -1397
17068 -100 -1343 -1414
17091 -100 -1360 -1431
17116 -100 -1376 -1447
17139 -100 -1393 -1464
17163 -100 -1410 -1481
17187 -100 -1427 -1497
17211 -100 -1443 -1514
17235 -100 -1460 -1530
17259 -100 -1477 -1547
17283 -100 -1494 -1564
17307 -100 -1510 -1580
17331 -100 -1527 -1597
17354 -100 -1544 -1614
17379 -100 -1561 -1630
17402 -100 -1578 -1647
17426 -100 -1594 -1664
17451 -100 -1611 -1680
17474 -100 -1628 -1696
17499 -100 -1645 -1713
17522 -100 -1661 -1729
17546 -100 -1678 -1746
17570 -100 -1695 -1762
17594 -100 -1712 -1778
17617 -100 -1729 -1795
17642 -100 -1745 -1811
17666 -100 -1762 -1828
17689 -100 -1779 -1844
17714 -100 -1796 -1861
17737 -100 -1813 -1877
17761 -100 -1830 -1894
17785 -100 -1846 -1911
17809 -100 -1863 -1927
17833 -100 -1880 -1944
17857 -100 -1897 -1960
17881 -100 -1914 -1977
17905 -100 -1931 -1994
17929 -100 -1948 -2010
17952 -100 -1964 -2027
17977 -100 -1981 -2043
18000 -100 -1998 -2060
18024 100 -2002 -2058
18048 100 -2000 -2055
18070 100 -1994 -2048
18093 100 -1985 -2038
18116 100 -1973 -2026
18139 100 -1961 -2013
18161 100 -1947 -1999
18185 100 -1933 -1985
18207 100 -1918 -1970
18231 100 -1903 -1955
18253 100 -1887 -1939
18276 100 -1872 -1924
18299 100 -1856 -1908
18322 100 -1840 -1893
18344 100 -1824 -1877
18368 100 -1808 -1862
18391 100 -1792 -1846
18413 100 -1776 -1830
18437 100 -1760 -1815
18459 100 -1743 -1799
18482 100 -1727 -1783
18505 100 -1711 -1767
18528 100 -1695 -1752
18550 100 -1679 -1736
18574 100 -1663 -1720
18596 100 -1646 -1705
18619 100 -1630 -1689
18642 100 -1614 -1674
18665 100 -1598 -1658
18688 100 -1582 -1643
18711 100 -1565 -1628
18734 100 -1549 -1612
18756 100 -1533 -1597
18780 100 -1517 -1581
18802 100 -1501 -1566
18825 100 -1485 -1550
18848 100 -1468 -1534
18871 100 -1452 -1519
18893 100 -1436 -1503
18917 100 -1420 -1487
18939 100 -1404 -1472
18963 100 -1387 -1456
18985 100 -1371 -1440
19008 100 -1355 -1424
19032 100 -1339 -1408
19054 100 -1323 -1392
19077 100 -1306 -1376
19100 100 -1290 -1361
19123 100 -1274 -1345
19145 100 -1258 -1329
19169 100 -1242 -1313
19191 100 -1225 -1297
19214 100 -1209 -1281
19237 100 -1193 -1266
19260 100 -1177 -1250
19282 100 -1160 -1234
19306 100 -1144 -1218
19329 100 -1128 -1203
19351 100 -1112 -1187
19375 100 -1096 -1171
19397 100 -1079 -1155
19420 100 -1063 -1140
19443 100 -1047 -1124
19466 100 -1031 -1109
19488 100 -1015 -1093
19512 100 -998 -1079
19533 100 -983 -1064
19555 100 -967 -1049
19577 100 -952 -1034
19599 100 -936 -1019
19620 100 -921 -1004
19643 100 -906 -990
19664 100 -891 -975
19685 100 -876 -961
19706 100 -861 -947
19727 100 -847 -932
19748 100 -832 -918
19769 100 -817 -904
19790 100 -802 -889
19811 100 -788 -875
19832 100 -773 -860
19853 100 -758 -846
19874 100 -743 -831
19895 100 -729 -817
19916 100 -714 -802
19937 100 -699 -788
19958 100 -684 -774
19979 100 -670 -759
20000 100 -655 -745
20021 100 -640 -730
20042 100 -625 -716
20063 100 -611 -702
20084 100 -596 -687
20105 100 -581 -673
20126 100 -566 -658
20147 100 -552 -644
20168 100 -537 -630
20189 100 -522 -615
20210 100 -507 -601
20231 100 -493 -587
20252 100 -478 -573
20273 100 -463 -559
20294 100 -448 -545
20315 100 -434 -531
20336 100 -419 -516
20357 100 -404 -502
20378 100 -389 -488
20399 100 -375 -474
20420 100 -360 -460
20441 100 -345 -446
20462 100 -330 -432
20483 100 -316 -417
20504 100 -301 -403
20525 100 -286 -389
20546 100 -271 -375
20567 100 -257 -360
20588 100 -242 -346
20609 100 -227 -331
20630 100 -212 -317
20651 100 -198 -303
20672 100 -183 -288
20694 100 -168 -274
20715 100 -153 -259
20736 100 -138 -245
20757 100 -123 -230
20779 100 -108 -216
20800 100 -92 -202
20822 100 -77 -188
20843 100 -62 -173
20864 100 -47 -159
20885 100 -32 -144
20907 100 -17 -129
20928 100 -2 -114
20950 100 14 -100
20971 100 29 -85
20992 100 43 -71
21013 100 59 -56
21035 -100 62 -53
21056 -100 61 -55
21078 -100 56 -61
21099 -100 48 -70
21120 -100 38 -80
21141 -100 26 -92
21163 -100 14 -104
21184 -100 1 -117
21206 -100 -13 -131
21227 -100 -27 -145
21248 -100 -41 -158
21269 -100 -55 -173
21291 -100 -70 -187
21312 -100 -85 -202
21334 -100 -99 -216
21355 -100 -114 -231
21376 -100 -128 -245
21397 -100 -143 -260
21419 -100 -158 -275
21440 -100 -173 -289
21462 -100 -188 -304
21483 -100 -203 -319
21504 -100 -217 -333
21525 -100 -233 -348
21547 -100 -248 -363
21568 -100 -263 -378
21590 -100 -278 -393
21611 -100 -293 -408
21632 -100 -307 -422
21653 -100 -322 -437
21675 -100 -337 -452
21696 -100 -352 -467
21718 -100 -367 -482
21739 -100 -382 -497
21760 -100 -397 -511
21781 -100 -412 -526
21803 -100 -427 -541
21824 -100 -442 -555
21846 -100 -457 -570
21867 -100 -472 -585
21888 -100 -486 -599
21909 -100 -501 -613
21931 -100 -517 -628
21952 -100 -532 -643
21974 -100 -547 -657
21995 -100 -562 -672
22016 -100 -576 -686
22037 -100 -591 -701
22059 -100 -606 -716
22080 -100 -621 -730
22102 -100 -637 -745
22123 -100 -652 -760
22144 -100 -666 -774
22165 -100 -681 -789
22187 -100 -696 -804
22208 -100 -711 -819
22230 -100 -727 -834
22251 -100 -742 -849
22272 -100 -756 -863
22293 -100 -771 -878
22315 -100 -786 -892
22336 -100 -801 -907
22358 -100 -817 -922
22379 -100 -832 -937
22400 -100 -846 -951
22421 -100 -861 -966
22443 -100 -876 -981
22464 -100 -892 -996
22486 -100 -907 -1011
22507 -100 -922 -1026
22528 -100 -936 -1040
22549 -100 -951 -1055
22571 -100 -967 -1070
22592 -100 -982 -1085
22614 -100 -997 -1100
22635 -100 -1012 -1115
22656 -100 -1026 -1129
22677 -100 -1042 -1144
22699 -100 -1057 -1159
22720 -100 -1072 -1175
22742 -100 -1087 -1191
22763 -100 -1104 -1208
22784 -100 -1120 -1224
22805 -100 -1137 -1240
22827 -100 -1154 -1257
22849 -100 -1171 -1273
22873 -100 -1188 -1290
22897 -100 -1205 -1306
22921 -100 -1222 -1323
22944 -100 -1239 -1339
22969 -100 -1255 -1356
22992 -100 -1272 -1372
23016 -100 -1289 -1389
23041 -100 -1306 -1405
23064 -100 -1323 -1422
23088 -100 -1340 -1438
23112 -100 -1357 -1455
23136 -100 -1374 -1471
23160 -100 -1391 -1488
23184 -100 -1408 -1505
23207 -100 -1424 -1521
23232 -100 -1441 -1538
23256 -100 -1458 -1554
23279 -100 -1475 -1571
23304 -100 -1492 -1588
23327 -100 -1509 -1604
23351 -100 -1526 -1621
23375 -100 -1543 -1637
23399 -100 -1560 -1654
23424 -100 -1577 -1670
23447 -100 -1594 -1686
23471 -100 -1611 -1703
23495 -100 -1627 -1719
23519 -100 -1644 -1735
23542 -100 -1661 -1751
23567 -100 -1678 -1768
23590 -100 -1695 -1784
23614 -100 -1712 -1800
23639 -100 -1729 -1817
23662 -100 -1746 -1833
23686 -100 -1763 -1849
23710 -100 -1780 -1866
23734 -100 -1796 -1882
23758 -100 -1813 -1899
23782 -100 -1830 -1915
23805 -100 -1847 -1932
23830 -100 -1864 -1948
23854 -100 -1881 -1964
23877 -100 -1898 -1981
23902 -100 -1915 -1997
23925 -100 -1932 -2014
23949 -100 -1949 -2030
23973 -100 -1966 -2047
23997 -100 -1983 -2063
24022 -100 -2000 -2080
24045 100 -2003 -2079
24068 100 -1999 -2075
24091 100 -1993 -2067
24114 100 -1984 -2057
24136 100 -1973 -2045
24160 100 -1960 -2032
24182 100 -1946 -2019
24205 100 -1932 -2005
24228 100 -1917 -1990
24251 100 -1902 -1975
24273 100 -1887 -1960
24297 100 -1871 -1944
24320 100 -1855 -1929
24342 100 -1839 -1913
24366 100 -1823 -1897
24388 100 -1807 -1882
24411 100 -1791 -1866
24434 100 -1775 -1850
24457 100 -1758 -1834
24479 100 -1742 -1819
24503 100 -1726 -1803
24525 100 -1710 -1787
24548 100 -1693 -1771
24571 100 -1677 -1756
24594 100 -1661 -1740
24616 100 -1645 -1724
24640 100 -1628 -1709
24663 100 -1612 -1693
24685 100 -1596 -1678
24709 100 -1579 -1662
24731 100 -1563 -1647
24755 100 -1547 -1631
24777 100 -1530 -1616
24800 100 -1514 -1600
24823 100 -1498 -1585
24846 100 -1482 -1569
24868 100 -1465 -1554
24892 100 -1449 -1538
24914 100 -1433 -1522
24937 100 -1417 -1507
24961 100 -1400 -1491
24983 100 -1384 -1475
25006 100 -1368 -1459
25029 100 -1351 -1443
25052 100 -1335 -1427
25074 100 -1319 -1412
25098 100 -1303 -1396
25120 100 -1286 -1380
25143 100 -1270 -1364
25166 100 -1254 -1348
25189 100 -1237 -1332
25211 100 -1221 -1316
25235 100 -1205 -1300
25257 100 -1188 -1285
25280 100 -1172 -1269
25304 100 -1156 -1253
25326 100 -1139 -1237
25349 100 -1123 -1221
25372 100 -1107 -1205
25395 100 -1090 -1190
25417 100 -1074 -1174
25441 100 -1058 -1158
25463 100 -1042 -1143
25487 100 -1025 -1127
25509 100 -1009 -1112
25532 100 -993 -1097
25554 100 -977 -1082
25576 100 -962 -1067
25597 100 -946 -1052
25620 100 -930 -1038
25641 100 -915 -1023
25663 100 -899 -1008
25686 100 -884 -993
25707 100 -869 -979
25728 100 -854 -965
25749 100 -839 -950
25771 100 -824 -936
25792 100 -810 -922
25814 100 -795 -907
25835 100 -780 -893
25856 100 -764 -879
25877 100 -749 -864
25899 100 -734 -850
25920 100 -720 -835
25942 100 -705 -821
25963 100 -690 -807
25984 100 -675 -792
26005 100 -660 -778
26027 100 -645 -763
26048 100 -631 -749
26070 100 -616 -735
26091 100 -601 -720
26112 100 -586 -706
26133 100 -571 -692
26155 100 -555 -677
26176 100 -540 -663
26198 100 -525 -649
26219 100 -509 -634
26240 100 -495 -620
26261 100 -479 -606
26283 100 -464 -592
26304 100 -449 -577
26326 100 -433 -563
26347 100 -418 -548
26368 100 -404 -534
26389 100 -388 -520
26411 100 -373 -505
26432 100 -358 -491
26454 100 -342 -476
26475 100 -327 -462
26496 100 -312 -448
26517 100 -297 -433
26539 100 -282 -418
26560 100 -266 -403
26582 100 -251 -389
26603 100 -236 -374
26624 100 -221 -360
26645 100 -206 -345
26667 100 -190 -330
26688 100 -175 -315
26710 100 -160 -300
26731 100 -144 -285
26752 100 -130 -271
26773 100 -114 -256
26795 100 -99 -241
26816 100 -84 -226
26838 100 -68 -211
26859 100 -53 -196
26880 100 -38 -182
26901 100 -23 -167
26923 100 -8 -153
26944 100 8 -138
26966 100 23 -123
26987 100 38 -108
27008 100 53 -94
27029 100 68 -79
27051 -100 77 -69
27072 -100 73 -72
27094 -100 69 -77
27115 -100 61 -85
27136 -100 52 -94
27157 -100 41 -106
27179 -100 28 -118
27200 -100 15 -131
27222 -100 1 -145
27243 -100 -13 -159
27264 -100 -26 -172
27285 -100 -41 -186
27307 -100 -55 -201
27328 -100 -70 -215
27350 -100 -85 -230
27371 -100 -100 -245
27392 -100 -114 -259
27413 -100 -129 -274
27435 -100 -144 -288
27456 -100 -159 -303
27478 -100 -174 -318
27499 -100 -189 -333
27520 -100 -204 -347
27541 -100 -219 -362
27563 -100 -234 -377
27584 -100 -249 -392
27606 -100 -264 -407
27627 -100 -279 -422
27648 -100 -294 -436
27669 -100 -309 -451
27691 -100 -324 -466
